label	cell_type
SC_92563_29_1	N	CM
SC_92563_29_2	N	FB
SC_92563_31_3	N	CM
SC_92563_31_49	N	CM
SC_92563_31_1	N	CM
SC_92563_32_21	N	FB
SC_92563_32_15	N	MP
SC_92563_32_65	N	EC
SC_92563_32_17	N	FB
SC_92563_32_18	N	FB
SC_92563_32_14	N	EC
SC_92563_33_46	N	EC
SC_92563_34_63	N	EC
SC_92563_34_70	N	SMC
SC_92563_33_41	N	SMC
SC_92563_34_71	N	EC
SC_92563_33_37	N	SMC
SC_92563_33_43	N	EC
SC_92563_34_61	N	SMC
SC_92563_34_15	N	EC
SC_92563_34_17	N	MP
SC_92563_34_12	N	EC
SC_92563_34_18	N	EC
SC_92563_35_41	N	MP
SC_92563_34_14	N	SMC
SC_92563_35_37	N	EC
SC_92563_35_44	N	SMC
SC_92563_36_63	N	EC
SC_92563_36_21	N	EC
SC_92563_36_60	N	SMC
SC_92563_36_17	N	MP
SC_92563_36_12	N	FB
SC_92563_36_67	N	EC
SC_92563_36_13	N	EC
SC_92563_32_46	N	EC
SC_92563_33_70	N	SMC
SC_92563_32_41	N	EC
SC_92563_33_66	N	EC
SC_92563_32_44	N	EC
SC_92563_33_22	N	EC
SC_92563_34_42	N	EC
SC_92563_33_13	N	MP
SC_92563_35_21	N	EC
SC_92563_35_15	N	EC
SC_92563_35_16	N	FB
SC_92563_35_23	N	SMC
SC_92563_35_13	N	EC
SC_92563_35_14	N	EC
SC_92563_36_39	N	SMC
SC_92563_36_40	N	MP
SC_92563_37_69	N	EC
SC_92563_37_63	N	EC
SC_92563_37_65	N	EC
SC_92563_37_71	N	EC
SC_92563_36_43	N	EC
SC_92563_32_3	N	CM
SC_92563_32_10	N	CM
SC_92563_32_0	N	CM
SC_92563_32_1	N	CM
SC_92563_33_28	N	CM
SC_92563_33_24	N	CM
SC_92563_34_10	N	CM
SC_92563_35_28	N	CM
SC_92563_34_5	N	CM
SC_92563_35_30	N	CM
SC_92563_34_8	N	CM
SC_92563_34_2	N	CM
SC_92563_36_54	N	CM
SC_92563_36_7	N	CM
SC_92563_36_8	N	CM
SC_92563_32_33	N	CM
SC_92563_32_30	N	FB
SC_92563_32_31	N	CM
SC_92563_32_26	N	CM
SC_92563_33_9	N	CM
SC_92563_33_3	N	CM
SC_92563_33_10	N	CM
SC_92563_33_5	N	CM
SC_92563_33_11	N	CM
SC_92563_33_0	N	CM
SC_92563_34_35	N	CM
SC_92563_33_1	N	CM
SC_92563_33_7	N	CM
SC_92563_35_5	N	CM
SC_92563_35_1	N	CM
SC_92563_36_33	N	CM
SC_92563_36_24	N	CM
SC_92563_36_25	N	CM
SC_92563_37_45	N	SMC
SC_92563_38_70	N	EC
SC_92563_37_36	N	EC
SC_92563_39_39	N	FB
SC_92563_38_17	N	FB
SC_92563_38_23	N	EC
SC_92563_39_47	N	EC
SC_92563_39_36	N	MP
SC_92563_39_42	N	EC
SC_92563_39_43	N	EC
SC_92563_40_70	N	EC
SC_92563_40_15	N	EC
SC_92563_40_16	N	EC
SC_92563_40_22	N	EC
SC_92563_40_23	N	SMC
SC_92563_40_67	N	MP
SC_92563_41_47	N	EC
SC_92563_41_36	N	EC
SC_92563_41_37	N	EC
SC_92563_41_38	N	EC
SC_92563_42_68	N	MP
SC_92563_37_15	N	FB
SC_92563_37_18	N	MP
SC_92563_38_41	N	SMC
SC_92563_37_19	N	EC
SC_92563_37_20	N	MP
SC_92563_37_14	N	EC
SC_92563_38_37	N	FB
SC_92563_39_63	N	EC
SC_92563_39_64	N	EC
SC_92563_39_16	N	EC
SC_92563_39_22	N	EC
SC_92563_39_65	N	EC
SC_92563_39_71	N	EC
SC_92563_39_23	N	SMC
SC_92563_39_12	N	SMC
SC_92563_39_18	N	EC
SC_92563_39_62	N	EC
SC_92563_39_13	N	EC
SC_92563_39_14	N	EC
SC_92563_40_39	N	EC
SC_92563_40_40	N	EC
SC_92563_41_64	N	EC
SC_92563_40_41	N	EC
SC_92563_40_36	N	EC
SC_92563_41_60	N	EC
SC_92563_40_37	N	FB
SC_92563_41_61	N	EC
SC_92563_41_67	N	EC
SC_92563_41_15	N	EC
SC_92563_41_16	N	SMC
SC_92563_41_22	N	SMC
SC_92563_41_23	N	SMC
SC_92563_41_12	N	MP
SC_92563_42_41	N	EC
SC_92563_42_36	N	EC
SC_92563_41_13	N	MP
SC_92563_41_19	N	SMC
SC_92563_42_43	N	SMC
SC_92563_42_38	N	EC
SC_92563_37_24	N	CM
SC_92563_37_30	N	CM
SC_92563_37_25	N	CM
SC_92563_38_10	N	EC
SC_92563_39_27	N	CM
SC_92563_39_30	N	CM
SC_92563_38_1	N	CM
SC_92563_39_32	N	CM
SC_92563_40_11	N	CM
SC_92563_41_33	N	CM
SC_92563_41_27	N	CM
SC_92563_41_28	N	CM
SC_92563_41_24	N	CM
SC_92563_41_30	N	CM
SC_92563_42_54	N	CM
SC_92563_38_30	N	CM
SC_92563_37_2	N	CM
SC_92563_38_32	N	CM
SC_92563_39_52	N	CM
SC_92563_39_3	N	CM
SC_92563_39_4	N	CM
SC_92563_39_59	N	CM
SC_92563_39_11	N	CM
SC_92563_40_27	N	CM
SC_92563_40_29	N	CM
SC_92563_40_25	N	CM
SC_92563_41_4	N	CM
SC_92563_41_10	N	CM
SC_92563_41_8	N	CM
SC_92563_42_12	N	EC
SC_92563_43_41	N	SMC
SC_92563_43_36	N	EC
SC_92563_43_42	N	MP
SC_92563_42_14	N	EC
SC_92563_43_43	N	EC
SC_92563_43_38	N	SMC
SC_92563_44_69	N	EC
SC_92563_44_16	N	EC
SC_92563_44_65	N	EC
SC_92563_44_67	N	EC
SC_92563_44_68	N	SMC
SC_92563_44_62	N	SMC
SC_92563_44_13	N	EC
SC_92563_44_20	N	SMC
SC_92563_45_46	N	EC
SC_92563_46_69	N	MP
SC_92563_46_64	N	MP
SC_92563_45_41	N	EC
SC_92563_46_66	N	MP
SC_92563_45_37	N	SMC
SC_92563_45_43	N	SMC
SC_92563_45_44	N	EC
SC_92563_46_67	N	EC
SC_92563_46_16	N	SMC
SC_92563_47_45	N	SMC
SC_92563_47_39	N	EC
SC_92563_46_23	N	EC
SC_92563_46_18	N	EC
SC_92563_47_41	N	EC
SC_92563_46_20	N	EC
SC_92563_46_14	N	SMC
SC_92563_47_37	N	SMC
SC_92563_43_69	N	EC
SC_92563_43_22	N	SMC
SC_92563_43_71	N	SMC
SC_92563_43_66	N	EC
SC_92563_43_12	N	EC
SC_92563_43_18	N	EC
SC_92563_43_13	N	EC
SC_92563_43_14	N	FB
SC_92563_44_45	N	SMC
SC_92563_44_46	N	SMC
SC_92563_45_69	N	EC
SC_92563_45_64	N	MP
SC_92563_44_42	N	EC
SC_92563_45_66	N	EC
SC_92563_44_37	N	EC
SC_92563_44_43	N	MP
SC_92563_45_68	N	EC
SC_92563_45_21	N	EC
SC_92563_46_39	N	SMC
SC_92563_46_46	N	EC
SC_92563_45_23	N	MP
SC_92563_47_16	N	EC
SC_92563_47_22	N	MP
SC_92563_47_60	N	EC
SC_92563_47_61	N	EC
SC_92563_42_3	N	CM
SC_92563_43_33	N	CM
SC_92563_42_0	N	CM
SC_92563_43_32	N	CM
SC_92563_44_10	N	CM
SC_92563_45_35	N	CM
SC_92563_45_32	N	CM
SC_92563_46_3	N	CM
SC_92563_46_5	N	CM
SC_92563_46_6	N	CM
SC_92563_47_29	N	FB
SC_92563_46_7	N	CM
SC_92563_46_2	N	CM
SC_92563_47_25	N	CM
SC_92563_43_3	N	CM
SC_92563_43_10	N	FB
SC_92563_43_0	N	CM
SC_92563_43_6	N	CM
SC_92563_43_7	N	CM
SC_92563_44_32	N	CM
SC_92563_45_3	N	CM
SC_92563_45_10	N	CM
SC_92563_46_33	N	CM
SC_92563_46_34	N	CM
SC_92563_45_5	N	CM
SC_92563_46_29	N	FB
SC_92563_46_24	N	CM
SC_92563_47_9	N	CM
SC_92563_47_10	N	CM
SC_92563_47_56	N	CM
SC_92563_47_1	N	CM
SC_92563_47_8	N	CM
SC_92563_48_63	N	EC
SC_92563_48_21	N	EC
SC_92563_48_65	N	EC
SC_92563_48_71	N	SMC
SC_92563_48_17	N	CM
SC_92563_48_61	N	EC
SC_92563_48_62	N	MP
SC_92563_48_20	N	SMC
SC_92563_49_46	N	EC
SC_92563_49_36	N	EC
SC_92563_50_60	N	EC
SC_92563_50_66	N	SMC
SC_92563_49_43	N	EC
SC_92563_49_44	N	EC
SC_92563_50_67	N	SMC
SC_92563_50_18	N	EC
SC_92563_51_36	N	EC
SC_92563_51_42	N	EC
SC_92563_50_19	N	EC
SC_92563_50_20	N	EC
SC_92563_50_14	N	EC
SC_92563_52_64	N	EC
SC_92563_52_22	N	EC
SC_92563_52_71	N	SMC
SC_92563_52_60	N	EC
SC_92563_52_12	N	EC
SC_92563_52_18	N	EC
SC_92563_52_68	N	EC
SC_92563_49_65	N	SMC
SC_92563_49_66	N	SMC
SC_92563_48_38	N	SMC
SC_92563_49_68	N	EC
SC_92563_50_45	N	EC
SC_92563_50_46	N	EC
SC_92563_49_18	N	MP
SC_92563_50_47	N	EC
SC_92563_49_13	N	EC
SC_92563_50_43	N	EC
SC_92563_51_70	N	CM
SC_92563_51_21	N	EC
SC_92563_51_15	N	EC
SC_92563_51_22	N	EC
SC_92563_51_71	N	EC
SC_92563_51_66	N	EC
SC_92563_51_17	N	EC
SC_92563_51_62	N	EC
SC_92563_52_39	N	EC
SC_92563_53_64	N	EC
SC_92563_52_47	N	EC
SC_92563_52_36	N	EC
SC_92563_52_43	N	EC
SC_92563_53_67	N	EC
SC_92563_48_9	N	CM
SC_92563_48_4	N	CM
SC_92563_48_10	N	CM
SC_92563_48_5	N	CM
SC_92563_48_0	N	CM
SC_92563_48_1	N	CM
SC_92563_48_8	N	CM
SC_92563_52_54	N	CM
SC_92563_48_33	N	CM
SC_92563_48_26	N	CM
SC_92563_51_1	N	CM
SC_92563_54_64	N	SMC
SC_92563_53_36	N	EC
SC_92563_53_42	N	EC
SC_92563_54_66	N	EC
SC_92563_53_37	N	EC
SC_92563_53_43	N	EC
SC_92563_53_38	N	EC
SC_92563_54_61	N	SMC
SC_92563_54_15	N	EC
SC_92563_55_40	N	EC
SC_92563_55_46	N	EC
SC_92563_54_12	N	EC
SC_92563_54_20	N	EC
SC_92563_54_14	N	EC
SC_92563_56_64	N	EC
SC_92563_56_15	N	EC
SC_92563_56_22	N	EC
SC_92563_56_65	N	EC
SC_92563_56_66	N	EC
SC_92563_56_17	N	EC
SC_92563_56_12	N	EC
SC_92563_56_62	N	EC
SC_92563_56_19	N	EC
SC_92563_56_20	N	EC
SC_92563_57_47	N	EC
SC_92563_58_71	N	EC
SC_92563_58_66	N	EC
SC_92563_58_67	N	EC
SC_92563_54_40	N	EC
SC_92563_54_46	N	EC
SC_92563_53_13	N	EC
SC_92563_54_37	N	EC
SC_92563_54_38	N	EC
SC_92563_55_63	N	EC
SC_92563_55_64	N	EC
SC_92563_55_65	N	EC
SC_92563_55_71	N	EC
SC_92563_55_12	N	EC
SC_92563_55_18	N	EC
SC_92563_55_67	N	EC
SC_92563_55_19	N	EC
SC_92563_56_41	N	EC
SC_92563_57_71	N	EC
SC_92563_57_60	N	EC
SC_92563_57_66	N	EC
SC_92563_56_44	N	EC
SC_92563_56_38	N	EC
SC_92563_57_67	N	EC
SC_92563_57_62	N	EC
SC_92563_58_46	N	EC
SC_92563_58_37	N	EC
SC_92563_54_56	N	CM
SC_92563_54_33	N	CM
SC_92563_58_16	N	EC
SC_92563_58_22	N	EC
SC_92563_58_17	N	FB
SC_92563_58_12	N	EC
SC_92563_58_20	N	EC
SC_92563_60_21	N	EC
SC_92563_60_22	N	EC
SC_92563_60_71	N	CM
SC_92563_60_17	N	EC
SC_92563_60_23	N	EC
SC_92563_60_61	N	FB
SC_92563_60_68	N	CM
SC_92563_60_13	N	EC
SC_92563_61_45	N	EC
SC_92563_61_46	N	EC
SC_92563_62_63	N	FB
SC_92563_61_47	N	SMC
SC_92563_61_36	N	CM
SC_92563_61_42	N	SMC
SC_92563_62_60	N	MP
SC_92563_61_37	N	EC
SC_92563_62_67	N	MP
SC_92563_62_15	N	SMC
SC_92563_63_46	N	EC
SC_92563_62_18	N	EC
SC_92563_63_41	N	SMC
SC_92563_62_13	N	SMC
SC_92563_62_19	N	EC
SC_92563_62_59	N	CM
SC_92563_61_25	N	CM
SC_92563_61_31	N	CM
SC_92563_61_32	N	CM
SC_92563_62_11	N	CM
SC_92563_63_29	N	CM
SC_92563_63_24	N	CM
SC_92563_63_25	N	CM
SC_92563_61_10	N	CM
SC_92563_62_33	N	CM
SC_92563_62_27	N	CM
SC_92563_62_34	N	CM
SC_92563_61_11	N	CM
SC_92563_63_57	N	CM
SC_92563_63_9	N	CM
SC_92563_63_1	N	CM
SC_92563_64_69	N	EC
SC_92563_64_16	N	MP
SC_92563_64_60	N	EC
SC_92563_64_66	N	SMC
SC_92563_64_17	N	EC
SC_92563_64_12	N	MP
SC_92563_64_62	N	FB
SC_92563_64_20	N	EC
SC_92563_65_40	N	SMC
SC_92563_65_46	N	SMC
SC_92563_66_69	N	SMC
SC_92563_66_60	N	EC
SC_92563_65_44	N	EC
SC_92563_66_61	N	EC
SC_92563_66_62	N	SMC
SC_92563_66_23	N	SMC
SC_92563_67_41	N	EC
SC_92563_66_19	N	EC
SC_92563_67_37	N	EC
SC_92563_67_44	N	EC
SC_92563_68_70	N	FB
SC_92563_68_15	N	MP
SC_92563_68_71	N	EC
SC_92563_68_61	N	EC
SC_92563_68_68	N	EC
SC_92563_68_20	N	MP
SC_92563_64_45	N	EC
SC_92563_64_46	N	EC
SC_92563_65_69	N	FB
SC_92563_65_65	N	SMC
SC_92563_65_67	N	MP
SC_92563_66_40	N	SMC
SC_92563_65_23	N	FB
SC_92563_65_14	N	SMC
SC_92563_66_37	N	EC
SC_92563_67_65	N	SMC
SC_92563_67_71	N	EC
SC_92563_67_66	N	EC
SC_92563_67_18	N	MP
SC_92563_67_67	N	EC
SC_92563_67_13	N	SMC
SC_92563_69_64	N	MP
SC_92563_68_47	N	EC
SC_92563_68_42	N	SMC
SC_92563_69_65	N	SMC
SC_92563_68_44	N	FB
SC_92563_69_61	N	SMC
SC_92563_69_67	N	EC
SC_92563_64_52	N	CM
SC_92563_64_3	N	CM
SC_92563_64_53	N	CM
SC_92563_66_52	N	CM
SC_92563_65_24	N	CM
SC_92563_65_30	N	CM
SC_92563_66_53	N	CM
SC_92563_66_59	N	FB
SC_92563_65_31	N	CM
SC_92563_66_50	N	CM
SC_92563_66_4	N	CM
SC_92563_67_34	N	CM
SC_92563_66_11	N	CM
SC_92563_66_8	N	CM
SC_92563_67_31	N	CM
SC_92563_68_52	N	CM
SC_92563_68_4	N	CM
SC_92563_68_55	N	CM
SC_92563_64_34	N	FB
SC_92563_64_29	N	CM
SC_92563_64_24	N	MP
SC_92563_65_4	N	CM
SC_92563_65_10	N	CM
SC_92563_66_27	N	CM
SC_92563_65_6	N	CM
SC_92563_66_29	N	CM
SC_92563_65_1	N	CM
SC_92563_65_7	N	CM
SC_92563_66_31	N	CM
SC_92563_66_32	N	CM
SC_92563_67_54	N	CM
SC_92563_68_33	N	CM
SC_92563_68_29	N	CM
SC_92563_68_24	N	CM
SC_92563_69_39	N	CM
SC_92563_69_29	N	CM
SC_92563_69_37	N	EC
SC_92563_69_44	N	EC
SC_92563_69_25	N	CM
SC_92563_69_26	N	FB
SC_92563_69_21	N	EC
SC_92563_69_16	N	MP
SC_92563_69_9	N	CM
SC_92563_69_3	N	CM
SC_92563_69_4	N	CM
SC_92563_69_17	N	FB
SC_92563_69_23	N	EC
SC_92563_69_6	N	CM
SC_92563_69_20	N	FB
SC_92563_69_8	N	CM
SC_92563_70_63	N	SMC
SC_92563_70_71	N	EC
SC_92563_70_54	N	CM
SC_92563_70_68	N	MP
SC_92563_70_45	N	FB
SC_92563_70_47	N	SMC
SC_92563_70_37	N	EC
SC_92563_70_38	N	SMC
SC_92563_70_10	N	CM
SC_92563_70_17	N	SMC
SC_92563_70_23	N	EC
SC_92563_70_18	N	SMC
SC_92563_70_5	N	CM
SC_92563_70_11	N	CM
SC_92563_70_6	N	CM
SC_92563_70_19	N	EC
SC_92563_71_64	N	EC
SC_92563_71_52	N	FB
SC_92563_71_60	N	SMC
SC_92563_71_68	N	EC
SC_92563_71_46	N	EC
SC_92563_71_28	N	CM
SC_92563_71_41	N	SMC
SC_92563_71_42	N	FB
SC_92563_71_31	N	CM
SC_92563_71_21	N	EC
SC_92563_71_16	N	EC
SC_92563_71_3	N	CM
SC_92563_71_10	N	CM
SC_92563_71_17	N	SMC
SC_92563_71_23	N	EC
SC_92563_71_12	N	EC
SC_92563_71_6	N	MP
SC_92563_71_13	N	EC
SC_92563_71_19	N	EC
SC_92563_71_14	N	SMC
SC_92563_71_7	N	CM
SC_92563_59_69	N	FB
SC_92563_59_70	N	EC
SC_92563_59_16	N	EC
SC_92563_59_12	N	FB
SC_92563_59_18	N	EC
SC_92563_59_62	N	SMC
SC_92563_59_14	N	EC
SC_92563_61_70	N	EC
SC_92563_60_36	N	EC
SC_92563_60_42	N	EC
SC_92563_61_60	N	EC
SC_92563_61_66	N	EC
SC_92563_60_37	N	EC
SC_92563_60_44	N	EC
SC_92563_61_61	N	EC
SC_92563_61_68	N	EC
SC_92563_61_62	N	EC
SC_92563_61_22	N	SMC
SC_92563_62_45	N	FB
SC_92563_62_46	N	EC
SC_92563_62_41	N	EC
SC_92563_62_42	N	MP
SC_92563_61_13	N	EC
SC_92563_63_64	N	MP
SC_92563_63_21	N	MP
SC_92563_63_22	N	SMC
SC_92563_63_23	N	FB
SC_92563_63_12	N	SMC
SC_92563_63_18	N	FB
SC_92563_63_61	N	EC
SC_92563_63_19	N	EC
SC_92563_63_20	N	SMC
SC_96279_18_22	N	CM
SC_96279_58_40	N	CM
SC_96279_59_22	N	CM
SC_96279_62_14	N	CM
SC_96279_62_41	N	CM
SC_96279_58_12	N	CM
SC_96279_61_22	N	CM
SC_96279_25_22	N	CM
SC_96279_54_69	N	CM
SC_96279_18_21	N	CM
SC_96279_19_47	N	CM
SC_96279_24_44	N	CM
SC_96279_57_46	N	CM
SC_96279_61_18	N	CM
SC_96279_60_70	N	CM
SC_96279_62_23	N	CM
SC_96279_55_44	N	CM
SC_96279_22_63	N	CM
SC_96279_26_70	N	CM
SC_96279_58_22	N	CM
SC_96279_61_38	N	CM
SC_96279_62_22	N	CM
SC_96279_24_47	N	CM
SC_96279_57_21	N	CM
SC_96279_61_21	N	CM
SC_96279_59_60	N	CM
SC_96279_20_46	N	CM
SC_96279_62_20	N	CM
SC_96279_62_13	N	CM
SC_96279_60_63	N	EC
SC_96279_59_65	N	CM
SC_96279_59_45	N	CM
SC_96279_59_63	N	CM
SC_96279_18_18	N	CM
SC_96279_57_19	N	CM
SC_96279_57_47	N	CM
SC_96279_62_38	N	CM
SC_96279_61_16	N	CM
SC_96279_61_47	N	CM
SC_96279_20_69	N	CM
SC_96279_58_39	N	CM
SC_96281_33_16	N	EC
SC_96281_33_53	N	EC
SC_96281_18_63	N	CM
SC_96281_28_4	N	SMC
SC_96281_25_38	N	SMC
SC_96281_30_1	N	EC
SC_96281_28_3	N	EC
SC_96281_68_61	N	EC
SC_96281_29_23	N	EC
SC_96281_30_39	N	EC
SC_96281_69_55	N	FB
SC_96281_27_43	N	CM
SC_96281_67_61	N	FB
SC_96281_34_29	N	SMC
SC_96281_60_1	N	CM
SC_96281_63_16	N	EC
SC_96281_31_15	N	EC
SC_96281_35_54	N	SMC
SC_96281_35_34	N	FB
SC_96281_67_27	N	SMC
SC_96281_63_0	N	FB
SC_96281_31_56	N	SMC
SC_96281_54_11	N	EC
SC_96281_28_27	N	SMC
SC_96281_28_26	N	MP
SC_96281_20_5	N	EC
SC_96281_25_0	N	CM
SC_96281_68_7	N	EC
SC_96281_65_0	N	EC
SC_96281_65_10	N	EC
SC_96281_59_41	N	CM
SC_96281_55_1	N	CM
SC_96281_33_28	N	SMC
SC_96281_27_12	N	EC
SC_96281_26_40	N	EC
SC_96281_29_59	N	EC
SC_96281_35_24	N	EC
SC_96281_30_26	N	EC
SC_96281_57_4	N	CM
SC_96281_27_35	N	EC
SC_96281_63_40	N	SMC
SC_96281_28_14	N	SMC
SC_96281_66_18	N	SMC
SC_96281_66_69	N	MP
SC_96281_19_48	N	CM
SC_96281_32_2	N	SMC
SC_96281_32_18	N	EC
SC_96281_65_28	N	FB
SC_96281_29_37	N	EC
SC_96281_31_32	N	EC
SC_96281_23_1	N	EC
SC_96281_56_19	N	CM
SC_96281_56_3	N	CM
SC_96281_31_36	N	MP
SC_96281_62_7	N	CM
SC_96281_33_11	N	SMC
SC_96281_33_13	N	EC
SC_96281_33_36	N	EC
SC_96281_35_19	N	EC
SC_96281_35_15	N	EC
SC_96281_31_22	N	SMC
SC_96281_35_13	N	EC
SC_96281_61_63	N	EC
SC_96281_26_69	N	CM
SC_96281_33_25	N	EC
SC_96281_56_11	N	FB
SC_96281_63_2	N	EC
SC_96281_29_5	N	EC
SC_96281_27_24	N	EC
SC_96281_35_16	N	EC
SC_96281_33_18	N	SMC
SC_96281_64_13	N	EC
SC_96281_28_28	N	EC
SC_96281_29_26	N	EC
SC_96281_27_29	N	EC
SC_96281_24_58	N	CM
SC_96281_29_67	N	FB
SC_96281_59_11	N	CM
SC_96281_35_53	N	EC
SC_96281_32_5	N	EC
SC_96281_33_8	N	EC
SC_96281_34_28	N	EC
SC_96281_58_7	N	CM
SC_96281_30_49	N	EC
SC_96281_28_10	N	SMC
SC_96281_57_26	N	CM
SC_96281_71_33	N	FB
SC_96281_31_11	N	EC
SC_96281_30_25	N	FB
SC_96281_27_32	N	EC
SC_96281_32_31	N	SMC
SC_96281_64_1	N	EC
SC_96281_18_5	N	CM
SC_96281_29_12	N	SMC
SC_96281_31_27	N	EC
SC_96281_27_47	N	EC
SC_96281_68_32	N	EC
SC_96281_35_9	N	SMC
SC_96281_64_49	N	FB
SC_96281_30_14	N	EC
SC_96281_33_22	N	SMC
SC_96281_65_61	N	SMC
SC_96281_68_22	N	SMC
SC_96281_63_14	N	MP
SC_96281_30_9	N	EC
SC_96281_66_9	N	SMC
SC_96281_20_33	N	FB
SC_96281_67_31	N	EC
SC_96281_64_9	N	SMC
SC_96281_54_18	N	FB
SC_96281_34_21	N	EC
SC_96281_30_12	N	SMC
SC_96281_25_13	N	CM
SC_96281_63_69	N	EC
SC_96281_35_28	N	EC
SC_96281_28_0	N	EC
SC_96281_69_40	N	SMC
SC_96281_64_15	N	SMC
SC_96281_55_2	N	CM
SC_96281_34_9	N	EC
SC_96281_64_14	N	EC
SC_96281_69_2	N	EC
SC_96281_31_41	N	EC
SC_96281_70_8	N	SMC
SC_96281_30_62	N	EC
SC_96281_19_19	N	FB
SC_96281_34_36	N	EC
SC_96281_67_11	N	SMC
SC_96281_21_17	N	CM
SC_96281_34_0	N	EC
SC_96281_28_55	N	FB
SC_96281_34_23	N	EC
SC_96281_34_20	N	SMC
SC_96281_70_51	N	EC
SC_96281_29_54	N	EC
SC_96281_70_14	N	MP
SC_96281_26_33	N	CM
SC_96281_34_4	N	EC
SC_96281_33_46	N	FB
SC_96281_34_8	N	MP
SC_96281_21_6	N	CM
SC_96281_55_18	N	CM
SC_96281_31_8	N	MP
SC_96281_65_2	N	MP
SC_96281_32_35	N	EC
SC_96281_30_10	N	EC
SC_96281_30_5	N	EC
SC_96281_69_70	N	SMC
SC_96281_28_7	N	EC
SC_96281_25_7	N	CM
SC_96281_27_31	N	EC
SC_96281_34_43	N	EC
SC_96281_27_69	N	EC
SC_96281_35_41	N	EC
SC_96281_34_33	N	EC
SC_96281_71_16	N	EC
SC_96281_61_34	N	CM
SC_96281_29_69	N	EC
SC_96281_65_9	N	EC
SC_96281_32_22	N	EC
SC_96281_27_28	N	EC
SC_96281_68_27	N	EC
SC_96281_68_14	N	EC
SC_96281_32_33	N	SMC
SC_96281_30_35	N	SMC
SC_96281_66_33	N	SMC
SC_96281_28_60	N	SMC
SC_96281_32_61	N	EC
SC_96281_24_33	N	FB
SC_96281_34_15	N	EC
SC_96281_34_45	N	SMC
SC_96281_62_59	N	CM
SC_96281_34_6	N	EC
SC_96281_29_58	N	EC
SC_96281_27_14	N	EC
SC_96281_23_59	N	CM
SC_96281_56_31	N	CM
SC_96281_22_48	N	MP
SC_96281_29_14	N	EC
SC_96281_30_48	N	CM
SC_96281_68_36	N	SMC
SC_96281_31_18	N	SMC
SC_96281_33_23	N	FB
SC_96281_62_66	N	CM
SC_96281_32_19	N	EC
SC_96281_30_0	N	EC
SC_96281_35_23	N	EC
SC_96281_34_7	N	EC
SC_96281_64_17	N	FB
SC_96281_58_27	N	CM
SC_96281_28_12	N	EC
SC_96281_71_29	N	EC
SC_96281_66_12	N	SMC
SC_96281_29_63	N	SMC
SC_96281_19_52	N	CM
SC_96281_60_55	N	CM
SC_96281_66_49	N	CM
SC_96281_31_16	N	EC
SC_96281_31_12	N	EC
SC_96281_71_3	N	FB
SC_96281_56_18	N	CM
SC_96281_28_25	N	EC
SC_96281_33_9	N	SMC
SC_96281_32_12	N	EC
SC_96281_22_6	N	MP
SC_96281_18_28	N	FB
SC_96281_30_19	N	SMC
SC_96281_28_34	N	EC
SC_96281_66_4	N	SMC
SC_96281_31_47	N	EC
SC_96281_32_4	N	EC
SC_96281_34_40	N	EC
SC_96281_30_13	N	SMC
SC_96281_34_54	N	SMC
SC_96330_54_46	N	EC
SC_96330_20_11	N	SMC
SC_96330_50_43	N	CM
SC_96330_51_3	N	CM
SC_96330_44_0	N	CM
SC_96330_2_22	N	CM
SC_96330_20_37	N	EC
SC_96330_53_21	N	CM
SC_96330_8_5	N	SMC
SC_96330_18_20	N	EC
SC_96330_61_29	N	FB
SC_96330_18_64	N	EC
SC_96330_18_69	N	EC
SC_96330_49_41	N	CM
SC_96330_55_14	N	SMC
SC_96330_53_24	N	CM
SC_96330_61_5	N	EC
SC_96330_62_3	N	FB
SC_96330_7_30	N	CM
SC_96330_12_27	N	CM
SC_96330_58_44	N	EC
SC_96330_23_8	N	EC
SC_96330_10_46	N	CM
SC_96330_62_65	N	EC
SC_96330_2_26	N	CM
SC_96330_59_55	N	EC
SC_96330_53_15	N	CM
SC_96330_37_46	N	CM
SC_96330_36_22	N	CM
SC_96330_45_7	N	CM
SC_96330_41_4	N	CM
SC_96330_42_8	N	CM
SC_96330_57_13	N	FB
SC_96330_54_21	N	EC
SC_96330_62_24	N	EC
SC_96330_37_38	N	CM
SC_96330_59_2	N	FB
SC_96330_45_3	N	CM
SC_96330_59_47	N	SMC
SC_96330_55_58	N	EC
SC_96330_38_20	N	CM
SC_96330_15_35	N	EC
SC_96330_42_6	N	CM
SC_96330_58_70	N	EC
SC_96330_37_12	N	CM
SC_96330_15_7	N	CM
SC_96330_22_66	N	EC
SC_96330_55_5	N	EC
SC_96330_60_71	N	SMC
SC_96330_36_14	N	CM
SC_96330_26_48	N	EC
SC_96330_57_32	N	CM
SC_96330_57_25	N	EC
SC_96330_25_32	N	CM
SC_96330_50_19	N	CM
SC_96330_36_37	N	CM
SC_96330_20_26	N	EC
SC_96330_37_58	N	CM
SC_96330_60_59	N	EC
SC_96330_37_21	N	CM
SC_96330_13_29	N	CM
SC_96330_7_0	N	CM
SC_96330_4_23	N	CM
SC_96330_59_41	N	CM
SC_96330_59_53	N	FB
SC_96330_50_15	N	CM
SC_96330_40_22	N	CM
SC_96330_58_56	N	EC
SC_96330_61_14	N	EC
SC_96330_39_70	N	CM
SC_96330_57_7	N	FB
SC_96330_45_44	N	CM
SC_96330_8_69	N	CM
SC_96330_47_5	N	CM
SC_96330_15_21	N	CM
